,Day,Campaign name,Ad Set Name,Ad name,Reach,Impressions,Frequency,Result type,Results,Amount spent (EUR),Cost per result,"CPM (cost per 1,000 impressions)",CPC (cost per link click),"Cost per 1,000 Accounts Center accounts reached",Cost per ThruPlay,3sek % Impression,25% in % Impressions,50% in % Impression,75% in % Impression,95% in % Impressions,100% in % Impressions,ThruPlay % Impression,CTR (all),CTR (link click-through rate),ThruPlays,Video average play time,Video plays,Cost per 3-second video play,Reporting starts,Reporting ends
5462,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Rebekka_Ad6_Wofür_steht_Volt,19,19,1.0,ThruPlay,2.0,0.18,0.09,9.47368421,,9.47368421,0.09,0.47368421,0.26315789,0.05263158,0.05263158,0.05263158,0.05263158,0.10526316,0.0,,2.0,6.0,17.0,0.02,2024-05-13,2024-05-13
5463,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Kai_Ad4_Markt,16484,16974,1.02972579,ThruPlay,2342.0,128.84,0.05501281,7.59043243,4.60142857,7.81606406,0.05501281,0.36703193,0.29397903,0.17255803,0.13720985,0.06839873,0.06020973,0.13797573,0.74820313,0.16495817,2342.0,6.0,16357.0,0.02068058,2024-05-13,2024-05-13
5464,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Kai_Ad2_Bewegen,116,120,1.03448276,ThruPlay,17.0,0.89,0.05235294,7.41666667,,7.67241379,0.05235294,0.39166667,0.275,0.18333333,0.14166667,0.075,0.05833333,0.14166667,1.66666667,,17.0,5.0,118.0,0.01893617,2024-05-13,2024-05-13
5465,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Nela_Ad4_Einzige,35673,36970,1.03635803,ThruPlay,5109.0,295.44,0.05782736,7.99134433,6.28595745,8.28189387,0.05782736,0.39356235,0.26407898,0.1583987,0.13262104,0.06897484,0.05999459,0.13819313,0.43007844,0.12713011,5109.0,6.0,36146.0,0.02030515,2024-05-13,2024-05-13
5466,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Rebekka_Ad2_Im_Flieger,91231,94932,1.04056735,ThruPlay,12475.0,714.78,0.05729699,7.52938946,7.1478,7.83483684,0.05729699,0.42121729,0.26594826,0.16482324,0.10742426,0.03888046,0.03345553,0.13140985,0.47929044,0.10533856,12475.0,6.0,91589.0,0.01787531,2024-05-13,2024-05-13
5467,2024-05-13,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad4_Einzige,17471,17471,1.0,ThruPlay,2315.0,136.99,0.05917495,7.84099365,6.22681818,7.84099365,0.05917495,0.3567054,0.24492015,0.15030622,0.12723943,0.06582336,0.05620743,0.13250529,0.49224429,0.12592296,2315.0,5.0,16986.0,0.02198171,2024-05-13,2024-05-13
5468,2024-05-13,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Rebekka_Ad7_Vision,4854,4899,1.0092707,ThruPlay,475.0,30.76,0.06475789,6.27883241,3.076,6.33704162,0.06475789,0.33557869,0.11982037,0.07328026,0.05674627,0.04143703,0.02939375,0.09695856,0.87773015,0.20412329,475.0,6.0,4819.0,0.01871046,2024-05-13,2024-05-13
5469,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Damian_Ad1_Irgendwie die Welt,1111,1130,1.01710171,ThruPlay,161.0,9.02,0.05602484,7.98230088,3.00666667,8.11881188,0.05602484,0.39026549,0.23628319,0.15752212,0.13451327,0.08230088,0.07256637,0.14247788,1.0619469,0.26548673,161.0,6.0,1088.0,0.02045351,2024-05-13,2024-05-13
5470,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Damian_Ad2_Etwas_tun,6,6,1.0,ThruPlay,1.0,0.1,0.1,16.66666667,,16.66666667,0.1,0.5,0.5,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.0,,1.0,15.0,6.0,0.03333333,2024-05-13,2024-05-13
5471,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Expeditiv""-PLZ0,8+Nürnberg",Damian_Ad1_Irgendwie die Welt,76,76,1.0,ThruPlay,9.0,0.52,0.05777778,6.84210526,,6.84210526,0.05777778,0.40789474,0.22368421,0.14473684,0.10526316,0.06578947,0.05263158,0.11842105,0.0,,9.0,6.0,75.0,0.01677419,2024-05-13,2024-05-13
5472,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Nela_Ad6_Klima,7142,7190,1.00672081,ThruPlay,753.0,42.9,0.05697211,5.96662031,7.15,6.00672081,0.05697211,0.38456189,0.27691238,0.15132128,0.10945758,0.04297636,0.03699583,0.10472879,0.50069541,0.08344924,753.0,5.0,7089.0,0.01551537,2024-05-13,2024-05-13
5473,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Rebekka_Ad2_Im_Flieger,27773,28688,1.03294567,ThruPlay,3181.0,181.4,0.05702609,6.32320134,9.07,6.53152342,0.05702609,0.34383714,0.21287646,0.13702593,0.0932097,0.03771612,0.0326966,0.1108826,0.59258226,0.06971556,3181.0,5.0,27934.0,0.01839011,2024-05-13,2024-05-13
5474,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Rebekka_Ad7_Vision,1459,1470,1.00753941,ThruPlay,138.0,9.19,0.0665942,6.25170068,9.19,6.29883482,0.0665942,0.29319728,0.11428571,0.06598639,0.05238095,0.03265306,0.02108844,0.09387755,0.74829932,0.06802721,138.0,5.0,1450.0,0.02132251,2024-05-13,2024-05-13
5475,2024-05-13,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad_5_Veränderung,12,14,1.16666667,ThruPlay,3.0,0.13,0.04333333,9.28571429,,10.83333333,0.04333333,0.35714286,0.28571429,0.28571429,0.28571429,0.21428571,0.21428571,0.21428571,0.0,,3.0,14.0,12.0,0.026,2024-05-13,2024-05-13
5476,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Rebekka_Ad2_Im_Flieger,16352,16584,1.01418787,ThruPlay,2434.0,132.03,0.05424404,7.96128799,8.802,8.07424168,0.05424404,0.43511819,0.28485287,0.18330921,0.12282923,0.04383743,0.03714424,0.14676797,0.58490111,0.09044863,2434.0,6.0,16196.0,0.01829684,2024-05-13,2024-05-13
5477,2024-05-13,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad4_Armut,392,396,1.01020408,ThruPlay,40.0,3.31,0.08275,8.35858586,3.31,8.44387755,0.08275,0.2979798,0.19949495,0.13888889,0.1010101,0.06818182,0.05555556,0.1010101,1.01010101,0.25252525,40.0,5.0,384.0,0.02805085,2024-05-13,2024-05-13
5478,2024-05-13,DE0000_SpikaTour,DE0000_Freiburg_SpikaTour,Freiburg Spika-Tour - Video Rebekka,392,423,1.07908163,actions:instagram_upcoming_event_reminder_toggle_on,2.0,7.66,3.83,18.10874704,,19.54081633,0.24709677,0.33096927,0.15130024,0.08037825,0.06619385,0.04255319,0.03782506,0.07328605,0.70921986,,31.0,6.0,370.0,0.05471429,2024-05-13,2024-05-13
5479,2024-05-13,DE0000_SpikaTour,DE0000_Bayreuth_SpikaTour,Bayreuth Spika-Tour – Video,486,530,1.09053498,actions:instagram_upcoming_event_reminder_toggle_on,1.0,7.86,7.86,14.83018868,7.86,16.17283951,0.21243243,0.30754717,0.10377358,0.07169811,0.05283019,0.03962264,0.03207547,0.06981132,0.94339623,0.18867925,37.0,4.0,481.0,0.04822086,2024-05-13,2024-05-13
5480,2024-05-13,DE0000_SpikaTour,DE0000_Fulda_SpikaTour,Fulda Spika-Tour – Video,1133,1298,1.14563107,actions:instagram_upcoming_event_reminder_toggle_on,7.0,21.83,3.11857143,16.81818182,10.915,19.2674316,0.2452809,0.27041602,0.1440678,0.09553159,0.07087827,0.05701079,0.05469954,0.06856703,1.77195686,0.1540832,89.0,5.0,1155.0,0.06219373,2024-05-13,2024-05-13
5481,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Rebekka_Ad3_Richtung,1845,1911,1.03577236,ThruPlay,193.0,13.17,0.06823834,6.89167975,4.39,7.13821138,0.06823834,0.36368394,0.29251701,0.11459969,0.07692308,0.04290947,0.03401361,0.10099424,0.68027211,0.15698587,193.0,6.0,1888.0,0.01894964,2024-05-13,2024-05-13
5482,2024-05-13,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Rebekka_Ad6a_Volt_steht_für,809,818,1.01112485,ThruPlay,70.0,5.42,0.07742857,6.62591687,,6.69962917,0.07742857,0.28239609,0.12347188,0.07823961,0.05012225,0.03300733,0.02444988,0.08557457,0.48899756,,70.0,5.0,808.0,0.0234632,2024-05-13,2024-05-13
5483,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Kai_Ad4_Markt,16325,17027,1.04300153,ThruPlay,2371.0,132.93,0.05606495,7.80701239,5.3172,8.14272588,0.05606495,0.3533212,0.28167029,0.17407647,0.13883832,0.06783344,0.05972867,0.13924943,0.69889,0.14682563,2371.0,5.0,16502.0,0.02209608,2024-05-13,2024-05-13
5484,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Nela_Ad2_Harte_Arbeit,463,464,1.00215983,ThruPlay,34.0,2.96,0.08705882,6.37931034,,6.39308855,0.08705882,0.26508621,0.18965517,0.12068966,0.07327586,0.04310345,0.03232759,0.07327586,0.0,,34.0,4.0,455.0,0.02406504,2024-05-13,2024-05-13
5485,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Nela_Ad4_Armut,262,264,1.00763359,ThruPlay,24.0,1.83,0.07625,6.93181818,,6.98473282,0.07625,0.27272727,0.21969697,0.13257576,0.09090909,0.04924242,0.04166667,0.09090909,1.13636364,,24.0,4.0,260.0,0.02541667,2024-05-13,2024-05-13
5486,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Nela_Ad1_Perspektiven,3240,3308,1.02098765,ThruPlay,338.0,20.94,0.06195266,6.33010883,4.188,6.46296296,0.06195266,0.34613059,0.36457074,0.22883918,0.17926239,0.1076179,0.10217654,0.10217654,0.81620314,0.15114873,338.0,4.0,3167.0,0.01828821,2024-05-13,2024-05-13
5487,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Rebekka_Ad3_Richtung,4422,4508,1.01944821,ThruPlay,527.0,32.52,0.06170778,7.21384206,4.065,7.3541384,0.06170778,0.43300799,0.33473824,0.13620231,0.08429459,0.05102041,0.0405945,0.11690328,0.75421473,0.17746229,527.0,7.0,4440.0,0.01665984,2024-05-13,2024-05-13
5488,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Expeditiv""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,589,597,1.01358234,ThruPlay,80.0,4.83,0.060375,8.09045226,,8.20033956,0.060375,0.36515913,0.37688442,0.26298157,0.21440536,0.13902848,0.13400335,0.13400335,1.17252931,,80.0,5.0,544.0,0.02215596,2024-05-13,2024-05-13
5489,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,1206,1226,1.01658375,ThruPlay,147.0,8.69,0.05911565,7.08809135,2.89666667,7.20563847,0.05911565,0.37030995,0.38743883,0.25122349,0.19657423,0.12561175,0.11990212,0.11990212,1.14192496,0.24469821,147.0,5.0,1170.0,0.01914097,2024-05-13,2024-05-13
5490,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,619,623,1.00646204,ThruPlay,90.0,4.6,0.05111111,7.38362761,2.3,7.43134087,0.05111111,0.38362761,0.40930979,0.27126806,0.22953451,0.15248796,0.14446228,0.14446228,1.28410915,0.32102729,90.0,5.0,587.0,0.01924686,2024-05-13,2024-05-13
5491,2024-05-13,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Kai_Ad2_Bewegen,72,72,1.0,ThruPlay,7.0,0.51,0.07285714,7.08333333,,7.08333333,0.07285714,0.36111111,0.31944444,0.13888889,0.09722222,0.06944444,0.05555556,0.09722222,0.0,,7.0,5.0,70.0,0.01961538,2024-05-13,2024-05-13
5492,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Kai_Ad4_Markt,13511,13897,1.02856931,ThruPlay,1981.0,111.54,0.0563049,8.0261927,5.577,8.25549552,0.0563049,0.37317407,0.2958912,0.17823991,0.14204505,0.06684896,0.05972512,0.14254875,0.80592934,0.14391595,1981.0,6.0,13448.0,0.02150791,2024-05-12,2024-05-12
5493,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,2498,2529,1.01240993,ThruPlay,394.0,23.19,0.05885787,9.16963227,5.7975,9.28342674,0.05885787,0.42704626,0.4491894,0.30367734,0.24317912,0.16014235,0.1557928,0.1557928,0.71174377,0.15816528,394.0,5.0,2407.0,0.02147222,2024-05-12,2024-05-12
5494,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Nela_Ad4_Einzige,29190,29788,1.02048647,ThruPlay,4026.0,244.3,0.06068058,8.20128911,5.81666667,8.36930456,0.06068058,0.39139922,0.26238754,0.15489459,0.12881026,0.0628441,0.05361219,0.1351551,0.36927622,0.14099637,4026.0,6.0,29055.0,0.02095377,2024-05-12,2024-05-12
5495,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Damian_Ad2_Etwas_tun,8,8,1.0,ThruPlay,2.0,0.08,0.04,10.0,,10.0,0.04,0.375,0.375,0.25,0.25,0.25,0.25,0.25,12.5,,2.0,6.0,8.0,0.02666667,2024-05-12,2024-05-12
5496,2024-05-12,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad4_Einzige,12020,12020,1.0,ThruPlay,1677.0,99.07,0.05907573,8.24209651,9.00636364,8.24209651,0.05907573,0.37620632,0.25757072,0.1562396,0.13477537,0.06905158,0.05873544,0.13951747,0.29950083,0.09151414,1677.0,5.0,11673.0,0.02190845,2024-05-12,2024-05-12
5497,2024-05-12,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Rebekka_Ad7_Vision,4976,5074,1.01969453,ThruPlay,568.0,33.45,0.05889085,6.59243201,8.3625,6.72226688,0.05889085,0.3395743,0.13500197,0.0808041,0.0620812,0.04493496,0.02975956,0.11194324,0.51241624,0.07883327,568.0,6.0,4987.0,0.01941381,2024-05-12,2024-05-12
5498,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Damian_Ad1_Irgendwie die Welt,883,902,1.02151755,ThruPlay,131.0,7.36,0.05618321,8.15964523,3.68,8.33522084,0.05618321,0.40022173,0.21840355,0.15964523,0.13747228,0.07871397,0.06208426,0.14523282,0.55432373,0.22172949,131.0,6.0,860.0,0.02038781,2024-05-12,2024-05-12
5499,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Nela_Ad4_Einzige,15099,15332,1.01543149,ThruPlay,1943.0,115.7,0.05954709,7.54630837,6.08947368,7.66275912,0.05954709,0.35879207,0.24419515,0.14355596,0.12183668,0.06157057,0.0523089,0.12672841,0.40438299,0.12392382,1943.0,6.0,14935.0,0.02103254,2024-05-12,2024-05-12
5500,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Nela_Ad6_Klima,4486,4575,1.0198395,ThruPlay,452.0,28.02,0.06199115,6.12459016,28.02,6.24609897,0.06199115,0.37289617,0.26382514,0.1473224,0.10185792,0.03650273,0.03213115,0.09879781,0.48087432,0.02185792,452.0,5.0,4524.0,0.01642438,2024-05-12,2024-05-12
5501,2024-05-12,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad6_Klima,8228,8228,1.0,ThruPlay,948.0,56.21,0.05929325,6.8315508,11.242,6.8315508,0.05929325,0.39037433,0.27126884,0.15678172,0.11801167,0.05165289,0.04436072,0.11521633,0.5590666,0.06076811,948.0,5.0,8043.0,0.0175,2024-05-12,2024-05-12
5502,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Rebekka_Ad1_Was_bewegen,17,17,1.0,ThruPlay,1.0,0.11,0.11,6.47058824,,6.47058824,0.11,0.35294118,0.29411765,0.05882353,0.05882353,0.0,0.0,0.05882353,0.0,,1.0,5.0,16.0,0.01833333,2024-05-12,2024-05-12
5503,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Rebekka_Ad2_Im_Flieger,48440,50677,1.04618084,ThruPlay,6747.0,392.41,0.05816066,7.74335497,8.00836735,8.10094963,0.05816066,0.42064447,0.26615624,0.16674231,0.1096158,0.03903151,0.03346686,0.13313732,0.41241589,0.09669081,6747.0,6.0,49243.0,0.01840831,2024-05-12,2024-05-12
5504,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Kai_Ad3_Subventionen,601,608,1.01164725,ThruPlay,73.0,5.2,0.07123288,8.55263158,5.2,8.65224626,0.07123288,0.26315789,0.21710526,0.14473684,0.12335526,0.07072368,0.06085526,0.12006579,0.82236842,0.16447368,73.0,4.0,578.0,0.0325,2024-05-12,2024-05-12
5505,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Rebekka_Ad7_Vision,1375,1388,1.00945455,ThruPlay,116.0,8.55,0.0737069,6.15994236,8.55,6.21818182,0.0737069,0.28602305,0.1037464,0.05979827,0.04610951,0.03097983,0.0129683,0.08357349,0.57636888,0.07204611,116.0,5.0,1370.0,0.02153652,2024-05-12,2024-05-12
5506,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Rebekka_Ad2_Im_Flieger,16569,16979,1.02474501,ThruPlay,1859.0,111.42,0.05993545,6.56222392,7.428,6.72460619,0.05993545,0.33188056,0.204429,0.13381236,0.09388068,0.0332175,0.02880028,0.10948819,0.63607986,0.08834443,1859.0,4.0,16571.0,0.01977285,2024-05-12,2024-05-12
5507,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Expeditiv""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,162,167,1.0308642,ThruPlay,20.0,1.22,0.061,7.30538922,,7.5308642,0.061,0.35928144,0.38323353,0.28143713,0.24550898,0.13772455,0.11976048,0.11976048,0.0,,20.0,5.0,154.0,0.02033333,2024-05-12,2024-05-12
5508,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,605,613,1.01322314,ThruPlay,72.0,4.44,0.06166667,7.24306688,4.44,7.33884298,0.06166667,0.37194127,0.39804241,0.25611746,0.20391517,0.12398042,0.11745514,0.11745514,0.48939641,0.16313214,72.0,5.0,582.0,0.01947368,2024-05-12,2024-05-12
5509,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,1431,1451,1.01397624,ThruPlay,190.0,11.6,0.06105263,7.99448656,3.86666667,8.10621943,0.06105263,0.36181943,0.38180565,0.25844245,0.2053756,0.13507926,0.13094418,0.13094418,0.82701585,0.20675396,190.0,5.0,1355.0,0.02209524,2024-05-12,2024-05-12
5510,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Rebekka_Ad6_Wofür_steht_Volt,5,5,1.0,,,0.01,,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,4.0,,2024-05-12,2024-05-12
5511,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Kai_Ad2_Bewegen,256,263,1.02734375,ThruPlay,27.0,1.81,0.06703704,6.88212928,,7.0703125,0.06703704,0.37642586,0.29657795,0.15589354,0.09885932,0.03422053,0.02281369,0.1026616,0.76045627,,27.0,5.0,257.0,0.01828283,2024-05-12,2024-05-12
5512,2024-05-12,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad4_Armut,1073,1094,1.0195713,ThruPlay,108.0,8.32,0.07703704,7.60511883,8.32,7.75396086,0.07703704,0.27422303,0.20383912,0.13436929,0.09689214,0.06032907,0.05484461,0.09872029,1.00548446,0.09140768,108.0,5.0,1070.0,0.02773333,2024-05-12,2024-05-12
5513,2024-05-12,DE0000_Europawahl_ThruPlay,DE0000_Allgemein-PLZs-Reels,Nela_Ad_5_Veränderung,59,65,1.10169492,ThruPlay,6.0,0.5,0.08333333,7.69230769,,8.47457627,0.08333333,0.36923077,0.36923077,0.23076923,0.18461538,0.09230769,0.09230769,0.09230769,0.0,,6.0,6.0,57.0,0.02083333,2024-05-12,2024-05-12
5514,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Kai_Ad2_Bewegen,178,184,1.03370787,ThruPlay,21.0,1.4,0.06666667,7.60869565,,7.86516854,0.06666667,0.43478261,0.31521739,0.13586957,0.11413043,0.03804348,0.0326087,0.11413043,1.08695652,,21.0,5.0,181.0,0.0175,2024-05-12,2024-05-12
5515,2024-05-12,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Nela_Ad1_Perspektiven,1594,1645,1.03199498,ThruPlay,177.0,11.42,0.06451977,6.94224924,11.42,7.16436637,0.06451977,0.36595745,0.38237082,0.24741641,0.19088146,0.1106383,0.10759878,0.10759878,0.9118541,0.06079027,177.0,4.0,1567.0,0.0189701,2024-05-12,2024-05-12
5516,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Rebekka_Ad1_Was_bewegen,25,26,1.04,ThruPlay,1.0,0.26,0.26,10.0,,10.4,0.26,0.46153846,0.23076923,0.07692308,0.03846154,0.03846154,0.03846154,0.03846154,0.0,,1.0,5.0,24.0,0.02166667,2024-05-11,2024-05-11
5517,2024-05-11,DE0000_Bundesweites Meet+Greet,DE_0000 M+G-Koblenz,Koblenz-Meet&Greet,174,188,1.08045977,Link clicks,4.0,1.01,0.2525,5.37234043,0.2525,5.8045977,0.12625,0.25531915,0.18617021,0.07446809,0.06914894,0.04255319,0.04255319,0.04255319,2.12765957,2.12765957,8.0,3.0,183.0,0.02104167,2024-05-11,2024-05-11
5518,2024-05-11,DE0000_Bundesweites Meet+Greet,DE_0000 Reel+Feed_Alle Orte_Lookalike ThruPlay+,Kai-Meet-Greet-2,30,30,1.0,,,0.26,,8.66666667,,8.66666667,0.26,0.23333333,0.23333333,0.13333333,0.1,0.03333333,0.03333333,0.03333333,3.33333333,,1.0,2.0,28.0,0.03714286,2024-05-11,2024-05-11
5519,2024-05-11,DE0000_Bundesweites Meet+Greet,DE_0000 Reel+Feed_Alle Orte_Lookalike ThruPlay+,Kai-Meet-Greet-1,37,37,1.0,,,0.26,,7.02702703,,7.02702703,,0.08108108,0.08108108,0.05405405,0.0,0.0,0.0,0.0,0.0,,,1.0,35.0,0.08666667,2024-05-11,2024-05-11
5520,2024-05-11,DE0000_Bundesweites Meet+Greet,DE_0000 Reel+Feed_Alle Orte_Lookalike ThruPlay+,Rebekka-Meet-Greet,398,404,1.01507538,Link clicks,3.0,4.36,1.45333333,10.79207921,1.45333333,10.95477387,0.25647059,0.20049505,0.15841584,0.08415842,0.04950495,0.02970297,0.02722772,0.04207921,0.99009901,0.74257426,17.0,3.0,373.0,0.05382716,2024-05-11,2024-05-11
5521,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Kai_Ad2_Bewegen,44,46,1.04545455,ThruPlay,4.0,0.37,0.0925,8.04347826,,8.40909091,0.0925,0.43478261,0.32608696,0.10869565,0.08695652,0.08695652,0.06521739,0.08695652,0.0,,4.0,5.0,44.0,0.0185,2024-05-11,2024-05-11
5522,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_""Erstwähler*innen""18-24-OHNE_PLZ",Rebekka_Ad2_Im_Flieger,11800,11980,1.01525424,ThruPlay,1357.0,84.08,0.06196021,7.01836394,14.01333333,7.12542373,0.06196021,0.35008347,0.21594324,0.13789649,0.0975793,0.03580968,0.03138564,0.11327212,0.42570952,0.05008347,1357.0,5.0,11629.0,0.02004769,2024-05-11,2024-05-11
5523,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Kai_Ad3_Subventionen,442,444,1.00452489,ThruPlay,63.0,3.97,0.06301587,8.94144144,1.32333333,8.98190045,0.06301587,0.2545045,0.21171171,0.16666667,0.1509009,0.09684685,0.09009009,0.14189189,1.57657658,0.67567568,63.0,5.0,408.0,0.03513274,2024-05-11,2024-05-11
5524,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Neo-Ökos""-PLZ0,8+Nürnberg",Nela_Ad4_Einzige,19731,19912,1.00917338,ThruPlay,2611.0,158.67,0.06076982,7.96856167,5.66678571,8.04166033,0.06076982,0.37831458,0.25863801,0.15196866,0.12535155,0.06116914,0.0517276,0.13112696,0.44696665,0.14061872,2611.0,5.0,19433.0,0.02106332,2024-05-11,2024-05-11
5525,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Post-Materiell""-PLZ0,8+Nürnberg",Nela_Ad1_Perspektiven,1968,1986,1.00914634,ThruPlay,285.0,19.41,0.06810526,9.7734139,3.235,9.86280488,0.06810526,0.4244713,0.44008056,0.3081571,0.23313192,0.14954683,0.14350453,0.14350453,1.05740181,0.3021148,285.0,5.0,1832.0,0.02302491,2024-05-11,2024-05-11
5526,2024-05-11,DE0000_Europawahl_ThruPlay,"DE0000_LS_""Performer""-PLZ0,8+Nürnberg",Rebekka_Ad6_Wofür_steht_Volt,35,37,1.05714286,ThruPlay,5.0,0.25,0.05,6.75675676,,7.14285714,0.05,0.32432432,0.24324324,0.13513514,0.10810811,0.05405405,0.02702703,0.13513514,0.0,,5.0,8.0,36.0,0.02083333,2024-05-11,2024-05-11
